year,study,ASM,BOEK,COL,CQ,DTOETS,EXC,HC,ONO,OVO,PJB,PJO,PRA,PRS,RES,RESP,TOETS,WC,WG,ZGB,ZMB,ZZA CONGR,ZZA ORATIE,ZZA OVERIG,ZZTCP CURSUS
2013.0,AM,0,0,0,0,0,0,176,0,4,0,0,6,0,0,0,3,55,0,0,0,0,0,0,0
2013.0,AP,0,0,114,0,0,0,66,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0
2013.0,AT,0,0,61,0,19,0,117,0,1,6,185,109,215,0,0,12,165,0,6,36,0,0,0,0
2013.0,AT/ST/TN,0,0,0,0,0,0,39,0,6,0,66,0,0,0,0,6,123,0,75,0,0,0,0,0
2013.0,AT/TN,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2013.0,ATLAS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0
2013.0,BA,0,0,0,0,3,0,228,0,0,0,0,0,0,0,0,8,110,0,0,0,0,0,0,0
2013.0,BK,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0
2013.0,BME,0,0,0,0,0,0,78,0,8,0,0,36,8,0,0,9,0,96,0,0,0,0,0,0
2013.0,BMT,0,0,96,0,0,0,103,0,20,0,45,149,14,0,4,28,71,5,0,1,0,0,0,0
2013.0,BSK,0,0,0,0,0,0,383,0,8,32,0,84,0,0,1,33,71,0,0,0,0,0,0,0
2013.0,Bachelor,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,CEM,0,0,0,0,0,0,185,0,9,0,0,11,3,0,2,6,14,0,0,0,0,0,0,0
2013.0,CEM-CME,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2013.0,CHE,0,0,132,0,2,0,137,0,18,0,30,13,1,0,0,9,18,0,0,0,0,0,0,0
2013.0,CIT,0,0,17,0,0,0,53,0,19,32,1,33,5,0,13,22,24,0,0,9,0,0,0,0
2013.0,CME,0,0,0,0,1,0,77,0,6,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0
2013.0,CRE,0,0,27,0,11,0,143,0,16,46,0,44,0,0,1,8,139,0,2,0,0,0,0,0
2013.0,CS,0,0,0,0,8,0,167,0,1,21,0,86,3,0,0,10,301,0,0,0,0,0,0,0
2013.0,CSC,0,0,0,0,0,0,452,0,2,52,0,0,2,0,4,26,157,0,0,0,0,0,0,0
2013.0,CW,0,0,0,0,12,0,158,0,1,37,0,129,0,0,0,20,287,0,0,0,0,0,0,0
2013.0,EE,0,0,49,0,10,0,498,0,5,132,0,132,0,0,0,8,97,0,18,0,0,0,0,0
2013.0,ELAN,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,115,0,0,0,0,0,0,0
2013.0,EMS,0,0,0,0,0,0,40,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,EPA,0,0,0,0,0,0,88,0,1,159,0,8,7,0,0,5,48,0,0,0,0,0,0,0
2013.0,ES,0,0,6,0,0,0,42,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0
2013.0,ESB,0,0,0,0,0,0,232,0,22,0,0,0,0,0,0,13,38,0,0,0,0,0,0,0
2013.0,EST,0,0,54,0,2,0,17,0,0,0,0,0,0,0,0,6,78,0,0,0,0,0,0,0
2013.0,GW,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0
2013.0,GZW,0,0,81,0,0,0,162,0,2,100,0,32,6,0,1,18,120,0,0,0,0,0,0,0
2013.0,HMI,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
2013.0,HS,0,0,0,0,0,0,193,0,2,6,0,36,2,0,0,9,37,0,0,0,0,0,0,0
2013.0,IBA,0,0,0,0,20,0,798,0,12,312,183,134,0,0,0,59,490,0,0,0,0,0,0,0
2013.0,IDE,0,0,14,0,3,0,72,0,9,0,0,1,6,0,0,6,12,0,0,0,0,0,0,0
2013.0,IEM,0,0,0,0,0,0,290,0,0,0,0,501,0,0,0,15,0,0,0,0,0,0,0,0
2013.0,IO,0,0,70,0,6,0,46,0,43,35,0,115,19,0,1,6,20,0,24,0,0,0,0,0
2013.0,MB,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0
2013.0,MBI,0,0,0,0,0,0,107,0,2,0,0,28,2,0,0,4,0,0,0,0,0,0,0,0
2013.0,ME,0,0,5,0,0,0,387,0,1,0,0,3,1,0,0,15,5,0,0,0,0,0,0,0
2013.0,MPS,2,0,21,0,2,0,90,0,1,0,0,4,0,0,0,11,219,0,0,0,0,0,0,0
2013.0,NT,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2013.0,OWK,0,0,22,0,6,0,73,0,3,0,8,42,2,0,0,13,35,0,5,0,0,0,0,0
2013.0,PA,0,0,0,0,0,0,107,0,8,0,0,0,1,0,0,4,46,0,0,0,0,0,0,0
2013.0,PSTS,0,0,141,0,0,0,44,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2013.0,PSY,0,0,0,0,14,0,220,0,12,122,8,214,0,0,0,48,573,0,0,0,0,0,0,0
2013.0,RT/PH/Posterpresentaties,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013.0,SET,0,0,0,0,0,0,57,0,19,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0
2013.0,ST,0,0,100,0,6,0,96,0,0,92,1,217,3,0,0,25,135,0,0,17,0,0,0,0
2013.0,TBK,0,0,40,0,0,0,176,0,0,102,0,0,0,0,0,25,50,0,0,0,0,0,0,0
2013.0,TEL,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0
2013.0,TG,4,0,14,0,0,0,187,0,173,0,0,329,1,0,119,21,70,160,16,0,0,0,0,0
2013.0,TG/TM,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,TI,0,0,22,0,0,0,249,0,50,366,0,448,16,0,0,47,257,0,6,0,0,0,0,0
2013.0,TM,8,0,0,0,0,0,128,0,16,40,28,15,2,0,9,4,16,26,2,10,0,0,0,0
2013.0,TN,0,0,48,0,4,0,67,0,5,8,3,198,1,0,4,13,83,0,18,7,0,0,0,0
2013.0,TNW,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,TW,792,0,526,0,41,0,697,0,1116,21,0,34,0,0,22,137,3681,0,730,1368,0,0,0,0
2013.0,WB,0,0,26,0,11,0,204,0,30,13,0,200,15,0,2,34,128,24,0,32,0,0,0,0
2014.0,191512170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2014.0,AM,0,0,9,0,0,0,535,0,8,0,0,31,16,0,1,50,144,0,0,10,0,0,0,0
2014.0,AP,0,0,172,0,0,0,345,0,1,0,0,61,15,0,0,37,44,0,0,0,0,0,0,0
2014.0,AT,0,0,152,0,27,0,199,0,24,116,391,204,112,1,3,30,117,31,11,3,0,0,0,0
2014.0,AT/ST/TN,0,0,42,0,0,0,66,0,54,0,228,0,3,0,3,42,327,0,45,3,0,0,0,0
2014.0,AT/TN,0,0,104,0,0,0,38,0,4,14,22,62,0,10,0,14,44,0,0,0,0,0,0,0
2014.0,ATLAS,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,BA,0,0,12,0,1,0,267,0,1,0,0,0,2,0,4,49,158,0,0,0,0,0,0,0
2014.0,BIT,0,0,0,0,0,0,95,0,2,32,7,0,1,0,0,18,19,0,3,6,0,0,0,0
2014.0,BK,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0
2014.0,BME,0,0,145,0,0,0,194,0,7,0,0,33,10,0,0,22,20,4,0,0,0,0,0,0
2014.0,BMT,0,0,96,0,7,0,199,0,18,27,133,302,14,4,5,65,122,6,16,1,0,0,0,0
2014.0,BSK,0,0,27,0,2,0,168,0,0,4,0,8,2,5,11,93,75,0,0,0,0,0,0,0
2014.0,BSk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2014.0,Bachelor,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,CEM,0,0,0,0,0,0,358,0,30,0,0,34,15,3,1,30,81,0,0,0,0,0,0,0
2014.0,CEM-CME,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2014.0,CHE,0,0,226,0,10,0,296,0,4,788,50,26,9,0,0,35,26,0,0,0,0,0,0,0
2014.0,CIT,0,0,5,0,0,0,264,0,132,108,21,89,35,22,16,81,103,0,3,54,0,0,0,0
2014.0,CME,0,0,0,0,4,0,102,0,8,0,0,4,5,0,0,12,58,0,0,0,0,0,0,0
2014.0,CRE,0,0,154,0,1,0,236,0,51,51,0,129,13,10,4,61,319,2,29,0,0,0,0,0
2014.0,CS,0,0,0,0,62,0,675,0,0,0,0,946,3,0,0,94,2092,0,0,0,0,0,0,0
2014.0,CS-TC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
2014.0,CS/Wolters/BGeerdink,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,CSC,0,0,0,0,2,0,662,0,1,52,0,12,3,2,2,85,184,0,0,0,0,0,0,0
2014.0,CW,0,0,0,0,12,0,279,0,9,69,0,51,0,1,0,77,240,0,0,0,0,0,0,0
2014.0,E,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,EE,0,0,41,0,13,0,1291,0,22,207,132,346,72,7,2,112,218,0,153,24,0,0,0,0
2014.0,ELAN,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,482,0,0,0,0,0,0,0
2014.0,EMS,0,0,0,0,0,0,56,0,0,0,0,33,0,0,0,10,0,0,0,0,0,0,0,0
2014.0,EPA,0,0,0,0,6,0,396,0,114,169,8,30,2,1,0,53,169,0,4,0,0,0,0,0
2014.0,ES,0,0,7,0,0,0,31,0,0,3,0,0,0,0,0,0,37,0,0,0,0,0,0,0
2014.0,ESB,0,0,0,0,0,0,145,0,0,0,0,0,2,0,0,62,32,0,0,0,0,0,0,0
2014.0,EST,0,0,168,0,10,0,31,0,4,0,0,7,0,0,0,24,311,0,0,0,0,0,0,0
2014.0,GW,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,2,46,0,0,0,0,0,0,0
2014.0,GZW,0,0,70,0,1,0,268,0,34,177,0,51,16,7,6,93,209,0,0,13,0,0,0,0
2014.0,HMI,0,0,0,0,0,0,184,0,0,0,0,16,0,0,0,3,2,0,0,0,0,0,0,0
2014.0,HP,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
2014.0,HS,0,0,3,0,0,0,147,0,7,4,0,43,1,0,33,26,50,0,0,0,0,0,0,0
2014.0,IBA,0,0,50,0,56,0,644,0,64,110,68,74,27,8,5,306,769,6,126,0,0,0,0,0
2014.0,IDE,0,0,34,0,1,0,109,0,36,0,0,16,18,1,0,9,61,0,0,0,0,0,0,0
2014.0,IEM,0,0,7,0,8,0,476,0,0,0,0,707,0,3,0,75,40,0,0,0,0,0,0,0
2014.0,IO,0,8,179,0,5,0,200,0,155,179,112,668,89,0,0,53,340,0,112,0,0,0,0,0
2014.0,IO/TBK,0,0,0,0,0,0,18,0,0,77,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2014.0,IO/WB/TBK,0,0,0,0,0,0,0,0,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,ITC,0,0,0,0,0,0,68,0,21,0,0,285,0,0,0,21,45,0,125,0,0,0,0,0
2014.0,ITC-GFM,0,0,0,0,0,0,23,0,0,19,2,0,0,0,0,3,0,0,10,0,0,0,0,0
2014.0,ITC-LA,0,0,0,0,0,0,15,0,1,10,10,0,0,0,0,2,7,0,14,1,0,0,0,0
2014.0,ITC-NRM,0,0,0,0,0,0,34,0,8,120,0,0,2,0,0,4,0,0,8,0,0,0,0,0
2014.0,ITC-UPM,0,0,0,0,0,0,40,0,12,16,2,0,0,0,0,0,28,0,22,0,0,0,0,0
2014.0,MB,0,0,8,0,1,0,161,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0
2014.0,MBI,0,0,27,0,0,0,197,0,0,0,0,19,0,0,0,39,0,0,0,0,0,0,0,0
2014.0,ME,0,0,52,0,2,0,1159,0,7,0,0,29,18,8,4,77,90,12,0,0,0,0,0,0
2014.0,MPS,0,0,37,0,12,0,218,0,0,8,0,12,0,7,0,46,246,0,0,0,0,0,0,0
2014.0,NT,0,0,22,0,0,0,230,0,2,0,0,8,7,0,0,26,15,0,0,0,0,0,0,0
2014.0,OWK,0,0,70,0,39,0,40,0,2,0,0,16,3,0,0,36,5,0,0,0,0,0,0,0
2014.0,PA,0,0,16,0,0,0,137,0,0,0,0,0,1,0,0,12,86,0,0,0,0,0,0,0
2014.0,PSTS,0,0,145,0,0,0,106,0,17,18,0,0,0,0,0,27,4,0,0,0,0,0,0,0
2014.0,PSY,0,0,18,0,47,0,417,0,6,265,8,281,21,32,0,207,1329,0,0,0,0,0,0,0
2014.0,RT/EM/IBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2014.0,RT/EM/Stagevoorlichting,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014.0,RT/LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,14,0,0
2014.0,RT/LW/panelgesprek,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
